rank,title,release,summary,metascore,userscore,link,img_url
257,The Normal Heart,"May 25, 2014","Ryan Murphy's adaptation of Larry Kramer's Tony-winning play about the early days of the AIDS crisis. After seeing a friend succumb to a new disease killing gay men at the offices of Dr. Emma Brookner (Julia Roberts), Ned Weeks (Mark Ruffalo) seeks to organize more action to combat it, even as his bluntness threatens to alienate people around him including his brother Ben (Alfred Molina), his lover Felix (Matt Bomer), and Bruce Niles (Taylor Kitsch), a closeted investment banker.",85,7.9,https://www.metacritic.com/tv/the-normal-heart/season-1,https://static.metacritic.com/images/products/tv/9/57636bec0fe1194aaf57f4d724866243-98.jpg
258,The Affair: Season 1,"October 12, 2014","The series focuses on Hamptons waitress Alison (Ruth Wilson) as she tries to recover from a personal tragedy while her husband Cole (Joshua Jackson) struggles to keep the family ranch and their marriage together. The ramifications of Allison's affair with Noah (Dominic West), a New York City teacher married to his childhood sweetheart (Maura Tierney), is explored from each person's perspective.",85,7.4,https://www.metacritic.com/tv/the-affair/season-1,https://static.metacritic.com/images/products/tv/5/b6651f95b3a42cbd322a71152f3eeb52-98.jpg
259,The Marvelous Mrs. Maisel: Season 2,"December 5, 2018","As Midge climbs up the stand-up world, she faces more challenges of working the circuit and finding a way to tell her family about what she is really doing.",85,8.0,https://www.metacritic.com/tv/the-marvelous-mrs-maisel/season-2,https://static.metacritic.com/images/products/tv/5/a8b3a1203a7ff3887878f687a8702a7d-98.jpg
260,Mad Men: Season 7,"April 13, 2014","The final season of the drama begins, with seven episodes airing in 2014 and the remaining seven scheduled for Spring 2015.",85,8.7,https://www.metacritic.com/tv/mad-men/season-7,https://static.metacritic.com/images/products/tv/1/494dd0085ea41a5d2d50b962a355062a-98.jpg
261,I Hate Suzie: Season 1,"November 19, 2020","The life of former teen pop-star-turned-actor Suzie Pickles (Billie Piper) is turned upside down when her phone is hacked and compromising photos are leaked in this dramedy created by Lucy Prebble and Piper.

[Premiered originally in the UK on Sky Atlantic on 27 Aug 2020; in the US on HBO Max on 19 Nov 2020]",85,6.6,https://www.metacritic.com/tv/i-hate-suzie/season-1,https://static.metacritic.com/images/products/tv/5/8184a66a8a0307af1c2bdb35731457c5-98.jpg
262,House of Cards: Season 1,"November 18, 1990","This four-episode British miniseries is a political thriller based on the novel by Michael Dobbs, which follows a scheming MP (played by Ian Richardson) in his quest to become Prime Minister. The adaptation comes from Andrew Davies (Bridget Jones's Diary). House of Cards aired in the U.S. on PBS as part of Masterpiece Theatre in early 1991, and was remade over two decades later as the Netflix original series of the same name (starring Kevin Spacey).",85,7.6,https://www.metacritic.com/tv/house-of-cards/season-1,https://static.metacritic.com/images/products/tv/6/f471b3d839839b4a60ea4f8a4fcf30f5-98.jpg
263,Little America: Season 1,"January 17, 2020",The immigrant comedy anthology series includes stories inspired by real experiences written about in Epic Magazine.,85,6.1,https://www.metacritic.com/tv/little-america/season-1,https://static.metacritic.com/images/products/tv/7/faf6e4482d6f25e55bed229589089569-98.jpg
264,In Treatment: Season 2,"April 5, 2009","Season two finds Dr. Paul Weston (Gabriel Byrne) moved into a new office in Brooklyn after his divorce and with a new batch of patients: a panic-attack-plagued CEO (John Mahoney), a former patient (Hope Davis), a student (Alison Pill) hiding her illness from her family, and an 11-year-old boy (Aaron Shaw) caught between his divorcing parents (Sherri Saum and Russell Hornsby).",85,8.0,https://www.metacritic.com/tv/in-treatment/season-2,https://static.metacritic.com/images/products/tv/7/e1c089b751fe43b3e3fc2240db3d0a5d-98.jpg
265,Watchmen (2019): Season 1,"October 20, 2019","Set in an alternative 2019, where there is no Internet, Robert Redford is president, and the police wear masks to protect their identities, Tulsa police detective Angela Abar (Regina King) investigates the return of a white supremacist terrorist group inspired by the now-deceased Rorschach in the Damon Lindelof series based on Alan Moore and Dave Gibbons' graphic novel of the same name.",85,5.8,https://www.metacritic.com/tv/watchmen-2019/season-1,https://static.metacritic.com/images/products/tv/5/929ac3c8d708c1b47b5dae714aa6ee20-98.jpg
266,Wonderland: Season 1,"March 30, 2000","A much darker take on the medical genre that was typical at the time, this short-lived drama series was created by Peter Berg, who would later go on to create Friday Night Lights. Michelle Forbes and Martin Donovan lead an ensemble cast for this fast-paced, documentary-style look at the doctors who work in the psychiatric and emergency units at Rivervue Hospital.",85,tbd,https://www.metacritic.com/tv/wonderland/season-1,https://static.metacritic.com/images/products/tv/1/c10154b78218093d45b647a34ffc81e6-98.jpg
267,Mindhunter: Season 2,"August 16, 2019","FBI agents Holden​ ​Ford (Jonathan​ ​Groff) and Bill Tench (Holt​ ​McCallany) as well as Professor Wendy Carr (Anna Torv) are looking into the Atlanta Child Murders in the second season. Charles Manson (Damon Herriman, who also played Manson in Tarantino's film Once Upon a Time in Hollywood) and David Berkowitz - aka Son of Sam are also expected to appear.",85,8.3,https://www.metacritic.com/tv/mindhunter/season-2,https://static.metacritic.com/images/products/tv/3/cf5763b6ca672a1a120829c24b169622-98.jpg
268,Six by Sondheim,"December 9, 2013","Newly filmed performances from Darren Criss, Jarvis Cocker, America Ferrera, Jackie Hoffman, Jeremy Jordan, Audra McDonald, Laura Osnes, and Will Swenson, are featured in the documentary directed by James Lapine that focuses on six of Stephen Sondheim's songs: ""I’m Still Here"" from The Follies, “Something’s Coming” from West Side Story; “Opening Doors” from Merrily We Roll Along; “Send in the Clowns” from A Little Night Music; “Being Alive” from Company; and “Sunday” from Sunday in the Park with George.",85,7.3,https://www.metacritic.com/tv/six-by-sondheim/season-1,https://static.metacritic.com/images/products/tv/7/42b51404f8af53d3daa90fcb8e007fbb-98.jpg
269,American Crime: Season 1,"March 5, 2015","Race, class, and gender are explored in this John Ridley drama that focuses on the lives of people involved in the trial for the home invasion that left a war hero dead and his wife on life support in a Central California town.",85,7.5,https://www.metacritic.com/tv/american-crime/season-1,https://static.metacritic.com/images/products/tv/1/f948c743ea655756df1583aee29de475-98.jpg
270,Broadchurch: Season 3,"June 28, 2017",DS Ellie Miller (Olivia Colman) and DI Alec Hardy (David Tennant)  David Tennant investigate a rape at a house party in the third and final season of the crime drama.,85,7.1,https://www.metacritic.com/tv/broadchurch/season-3,https://static.metacritic.com/images/products/tv/8/c05d1e03f9b4dbd968ec76bb2d913db9-98.jpg
271,What's My Name: Muhammad Ali,"May 14, 2019",The two-part documentary about the iconic boxer directed by Antoine Fuqua features some previously unseen archival footage.,85,6.1,https://www.metacritic.com/tv/whats-my-name-muhammad-ali/season-1,https://static.metacritic.com/images/products/tv/1/9c6615a54b307d120e1017c13e729c79-98.jpg
272,American Crime: Season 2,"January 6, 2016","Taylor Blaine (Connor Jessup), a student at a public high school accuses two basketball players at a rival private high school of posting pictures on social media after drugging and assaulting him in the second season of the anthology series.",85,8.2,https://www.metacritic.com/tv/american-crime/season-2,https://static.metacritic.com/images/products/tv/1/f948c743ea655756df1583aee29de475-98.jpg
273,Wu-Tang Clan: Of Mics and Men: Season 1,"May 10, 2019",The four-part documentary from Sacha Jenkins takes a look at the hip-hop group's formation and long career with never-before-seen archival footage and interviews with all living nine members.,85,5.7,https://www.metacritic.com/tv/wu-tang-clan-of-mics-and-men/season-1,https://static.metacritic.com/images/products/tv/2/f19fc89b17f9b466ea3a34b4d0155b24-98.jpg
274,The Crown: Season 3,"November 17, 2019","A new cast takes over for the third season as The Queen (Olivia Colman) and Prince Phillip (Tobias Menzies) deal with events between 1964 and 1977 including Princess Margaret's (Helena Bonham-Carter) marriage to Tony Armstrong-Jones (Ben Daniels), new Prime Minister Harold Wilson (Jason Watkins) and the introduction of Camilla (Emerald Fennell) to Prince Charles (Josh O’Connor).",84,8.2,https://www.metacritic.com/tv/the-crown/season-3,https://static.metacritic.com/images/products/tv/9/322f4c4de030960d0ac1103fee69396d-98.jpg
275,Dear White People (2017): Season 1,"April 28, 2017",A riot breaks out at an Ivy League school over an African-American-themed party thrown by whites.,84,tbd,https://www.metacritic.com/tv/dear-white-people-2017/season-1,https://static.metacritic.com/images/products/tv/7/a38ec6a8e35b2bd208c934762ffdd114-98.jpg
276,A Very English Scandal: Season 1,"May 20, 2018",The three-part BBC miniseries set in 1960-70s follows member of Parliament Jeremy Thorpe (Hugh Grant) as he seeks to permanently hide his affair with stableboy Norman Scott (Ben Whishaw) to protect his political career in Russell T Davies's adaptation of John Preston's book of the same name.,84,6.0,https://www.metacritic.com/tv/a-very-english-scandal/season-1,https://static.metacritic.com/images/products/tv/4/6fca5f67751de5b351200eb668c56497-98.jpg
277,The Crime of the Century,"May 10, 2021",The two-part documentary directed by Alex Gibney is an expose of the origins and enabling of the opioid epidemic featuring exclusive interviews of whistleblowers and victims as well as leaked documents.,84,7.0,https://www.metacritic.com/tv/the-crime-of-the-century/season-1,https://static.metacritic.com/images/products/tv/6/74ff7df9950c0f89a0e388995da2a928-98.jpg
278,The Good Lord Bird,"October 4, 2020","A young slave named Onion (Joshua Johnson-Lionel) becomes a part of John Brown's (Ethan Hawke) family, interacting with other abolitionists like Frederick Douglass (Daveed Diggs) and eventually the 1859 raid of the Army depot at Harpers Ferry in this limited series adaptation of James McBride's novel of the same name.",84,6.5,https://www.metacritic.com/tv/the-good-lord-bird/season-1,https://static.metacritic.com/images/products/tv/7/9ec316850dc21230c9ea3d2896545d2c-98.jpg
279,Insecure: Season 3,"August 12, 2018",Best friends Issa (Issa Rae) and Molly (Yvonne Orji) continue to navigate life in Los Angeles in the third season of the comedy.,84,6.3,https://www.metacritic.com/tv/insecure/season-3,https://static.metacritic.com/images/products/tv/4/e6020b92b45148cadd0589209a1fe5f5-98.jpg
280,Elvis Presley: The Searcher,"April 14, 2018","The two-part three-hour film directed by Thom Zimny takes a look at the pop legend's life up until the 1976 Jungle Room recording sessions with new interviews, never-before seen pictures and video.",84,7.3,https://www.metacritic.com/tv/elvis-presley-the-searcher/season-1,https://static.metacritic.com/images/products/tv/3/3a14cb09f98f90f10b6c6086ca8c645a-98.jpg
281,Going Clear: Scientology and the Prison of Belief: Season 1,"March 29, 2015",Alex Gibney's documentary features archival footage and interviews with former high ranking officials about the history of the church and the alleged practices it uses to keep or punish members.,84,7.8,https://www.metacritic.com/tv/going-clear-scientology-and-the-prison-of-belief/season-1,https://static.metacritic.com/images/products/tv/4/c4a6cc3224038caca739802d70d79b95-98.jpg
282,Full Frontal with Samantha Bee: Season 1,"February 8, 2016",The former Daily Show correspondent hosts her own late-night satirical talk show on TBS.,84,4.1,https://www.metacritic.com/tv/full-frontal-with-samantha-bee/season-1,https://static.metacritic.com/images/products/tv/1/7fc1c8fa4f349ad0ec40fbae4169eb05-98.jpg
283,The Killing: Season 1,"April 3, 2011","Based on the Danish series, The Killing follows the investigation of the murder of a young girl named Rosie Larsen day by day.",84,8.1,https://www.metacritic.com/tv/the-killing/season-1,https://static.metacritic.com/images/products/tv/6/4a275fa787b8bbd9783c192c9919bee0-98.jpg
284,EZ Streets: Season 1,"October 27, 1996","Created by Paul Haggis, this gritty cop drama starring Ken Olin, Joe Pantoliano, and Jason Gedrick was canceled twice (!) by CBS during its one and only season, with just eight episodes ever making it to air.",84,tbd,https://www.metacritic.com/tv/ez-streets/season-1,https://static.metacritic.com/images/products/tv/98w-tv.jpg
285,Hannibal: Season 3,"June 4, 2015",The hunt for Hannibal is on as third season introduces more characters from Thomas Harris' Red Dragon novel.,84,7.8,https://www.metacritic.com/tv/hannibal/season-3,https://static.metacritic.com/images/products/tv/1/74a75ba4740c109357f0f9e10e1f74bf-98.jpg
286,Treme: Season 2,"April 24, 2011",Season Two finds new characters seeking ways to make money as the city of New Orleans continues to recover and rebuild.,84,7.4,https://www.metacritic.com/tv/treme/season-2,https://static.metacritic.com/images/products/tv/8/38019191661349abba3a965419be8ad4-98.jpg
287,Immigration Nation,"August 3, 2020","The six-part documentary series about America's current immigration system directed by Christina Clusiau and Shaul Schwarz features candid interviews with agents of Immigrations and Customs Enforcement (ICE), Border Patrol, Homeland Security Investigations (HSI) and detainees as well as footage of raids and the detentions centers.",84,4.3,https://www.metacritic.com/tv/immigration-nation/season-1,https://static.metacritic.com/images/products/tv/8/a36a9411a9ec081a77e922d0eca6bdb2-98.jpg
